id,name,location,price,rate,types,amenities,imp,ids
25,Checker Hall,Salfit,2000.0,2,"id: 3, type_name: Restaurant","id: 234, amenities_name: Easy Loading Dock, id: 253, amenities_name: Staging and Parking Area, id: 310, amenities_name: Unobstructed rooftop space with views in every direction., id: 326, amenities_name: Dance Floor, id: 556, amenities_name: See Vintage Oaks Farm Venue Guide: https:, id: 645, amenities_name: Audio Visual Equipment","Checker Hall Salfit 2000.0 2 id: 3, type_name: Restaurant id: 234, amenities_name: Easy Loading Dock, id: 253, amenities_name: Staging and Parking Area, id: 310, amenities_name: Unobstructed rooftop space with views in every direction., id: 326, amenities_name: Dance Floor, id: 556, amenities_name: See Vintage Oaks Farm Venue Guide: https:, id: 645, amenities_name: Audio Visual Equipment",24
26,PLAY Preschool,Qalquilia,160.0,5,"id: 11, type_name: School, id: 25, type_name: Community Center","id: 173, amenities_name: Intimate venue space. Modern chandeliers creating an unforgettable event space., id: 245, amenities_name: Reception hall and studio, id: 273, amenities_name: 1 Sports Bar, id: 360, amenities_name: New York Styled Flat Townhouse venue upstairs., id: 459, amenities_name: Selfie Room, id: 696, amenities_name: Sculptures","PLAY Preschool Qalquilia 160.0 5 id: 11, type_name: School, id: 25, type_name: Community Center id: 173, amenities_name: Intimate venue space. Modern chandeliers creating an unforgettable event space., id: 245, amenities_name: Reception hall and studio, id: 273, amenities_name: 1 Sports Bar, id: 360, amenities_name: New York Styled Flat Townhouse venue upstairs., id: 459, amenities_name: Selfie Room, id: 696, amenities_name: Sculptures",25
27,Station1640,Tulkarem,45.0,1,"id: 3, type_name: Restaurant","id: 27, amenities_name: Coat room, 2 private restrooms, hardwood floors, lobby area, mirrored wall, party lights, stereo system., id: 132, amenities_name: weekend rentals only, id: 234, amenities_name: Easy Loading Dock, id: 374, amenities_name: 4,500 sq ft parlors, ballroom & meeting rooms, id: 396, amenities_name: Flexible to work with you. Your satisfaction is our priority., id: 550, amenities_name: Entire Resort & Venue Options.","Station1640 Tulkarem 45.0 1 id: 3, type_name: Restaurant id: 27, amenities_name: Coat room, 2 private restrooms, hardwood floors, lobby area, mirrored wall, party lights, stereo system., id: 132, amenities_name: weekend rentals only, id: 234, amenities_name: Easy Loading Dock, id: 374, amenities_name: 4,500 sq ft parlors, ballroom & meeting rooms, id: 396, amenities_name: Flexible to work with you. Your satisfaction is our priority., id: 550, amenities_name: Entire Resort & Venue Options.",26
28,"Iran Hall, Event Venue",Hebron,800.0,4,"id: 8, type_name: Conference, id: 10, type_name: Theater","id: 92, amenities_name: unique vintage loft space, 16ft tall ceilings, rustic hardwood floors, views of downtown Chicago skyline, allinclusive event coordination and service plans available, id: 222, amenities_name: FREE MASSAGE FOR THE BRIDE & HER MOM or for the couple! the week of the wedding!, id: 291, amenities_name: Passage ways to get from Green Rooms to event spaces privately., id: 413, amenities_name: Outdoor seasonal patio and other rustic outdoor spaces available for private event rental., id: 422, amenities_name: Grand Courtyard, Dedicated Bridal party rooms and suites available, Dedicated Grooms room available, Dedicated fountain patio with private access to both brides and grooms party rooms, Lazo restaurant by Don Strange of Texas, Paseo Bar and The Library, id: 659, amenities_name: Minutes from Interstate 81","Iran Hall, Event Venue Hebron 800.0 4 id: 8, type_name: Conference, id: 10, type_name: Theater id: 92, amenities_name: unique vintage loft space, 16ft tall ceilings, rustic hardwood floors, views of downtown Chicago skyline, allinclusive event coordination and service plans available, id: 222, amenities_name: FREE MASSAGE FOR THE BRIDE & HER MOM or for the couple! the week of the wedding!, id: 291, amenities_name: Passage ways to get from Green Rooms to event spaces privately., id: 413, amenities_name: Outdoor seasonal patio and other rustic outdoor spaces available for private event rental., id: 422, amenities_name: Grand Courtyard, Dedicated Bridal party rooms and suites available, Dedicated Grooms room available, Dedicated fountain patio with private access to both brides and grooms party rooms, Lazo restaurant by Don Strange of Texas, Paseo Bar and The Library, id: 659, amenities_name: Minutes from Interstate 81",27
29,Integrity Foods,Tulkarem,10000.0,5,"id: 3, type_name: Restaurant","id: 67, amenities_name: 2 entrances a storefront and a private residence entrance, id: 139, amenities_name: 5 farmwood tables, id: 163, amenities_name: Projector & Projector Screen, id: 293, amenities_name: Amenities, id: 306, amenities_name: EN Japanese Brasserie offers a variety of options for large parties, including hors doeuvres, seated dinner, open bar and sake tasting packages. We offer six different private dining rooms that can be broken down in various combinations., id: 470, amenities_name: Newly Renovated Ballroom and two bridal suites. Outdoor patio and gazebo for the ceremony with breathtaking views of the Ramapo Mountains. Cocktail hour in our beautiful new Ys Lounge.","Integrity Foods Tulkarem 10000.0 5 id: 3, type_name: Restaurant id: 67, amenities_name: 2 entrances a storefront and a private residence entrance, id: 139, amenities_name: 5 farmwood tables, id: 163, amenities_name: Projector & Projector Screen, id: 293, amenities_name: Amenities, id: 306, amenities_name: EN Japanese Brasserie offers a variety of options for large parties, including hors doeuvres, seated dinner, open bar and sake tasting packages. We offer six different private dining rooms that can be broken down in various combinations., id: 470, amenities_name: Newly Renovated Ballroom and two bridal suites. Outdoor patio and gazebo for the ceremony with breathtaking views of the Ramapo Mountains. Cocktail hour in our beautiful new Ys Lounge.",28
30,Joseph's Cafe & Lounge,Salfit,550.0,1,"id: 2, type_name: Concert, id: 8, type_name: Conference","id: 27, amenities_name: Coat room, 2 private restrooms, hardwood floors, lobby area, mirrored wall, party lights, stereo system., id: 124, amenities_name: Verizon Center and Metro access Gallery Place available., id: 136, amenities_name: Art Gallery Space, id: 408, amenities_name: Historical landmark. Interior of space is modeled after a Moorish castle. Features built in stage. Experienced, inhouse production team. Parking., id: 494, amenities_name: Custom Grass Wall, id: 565, amenities_name: Red Carpet + Step and Repeat.","Joseph's Cafe & Lounge Salfit 550.0 1 id: 2, type_name: Concert, id: 8, type_name: Conference id: 27, amenities_name: Coat room, 2 private restrooms, hardwood floors, lobby area, mirrored wall, party lights, stereo system., id: 124, amenities_name: Verizon Center and Metro access Gallery Place available., id: 136, amenities_name: Art Gallery Space, id: 408, amenities_name: Historical landmark. Interior of space is modeled after a Moorish castle. Features built in stage. Experienced, inhouse production team. Parking., id: 494, amenities_name: Custom Grass Wall, id: 565, amenities_name: Red Carpet + Step and Repeat.",29
31,Maggiano's Little Italy Los Angeles,Hebron,1995.0,4,"id: 3, type_name: Restaurant","id: 55, amenities_name: Stunning photo opportunites abound on the site with its period brick and vintage building backdrop and lushly landscaped setting. Free onsite and adjacent parking. Affordable elegance., id: 123, amenities_name: Incredible, unobstructed views of Capitol Hill., id: 240, amenities_name: Modular Gallery Walls, id: 274, amenities_name: 12 bedroom suites, id: 520, amenities_name: Complimentary wifi, id: 565, amenities_name: Red Carpet + Step and Repeat.","Maggiano's Little Italy Los Angeles Hebron 1995.0 4 id: 3, type_name: Restaurant id: 55, amenities_name: Stunning photo opportunites abound on the site with its period brick and vintage building backdrop and lushly landscaped setting. Free onsite and adjacent parking. Affordable elegance., id: 123, amenities_name: Incredible, unobstructed views of Capitol Hill., id: 240, amenities_name: Modular Gallery Walls, id: 274, amenities_name: 12 bedroom suites, id: 520, amenities_name: Complimentary wifi, id: 565, amenities_name: Red Carpet + Step and Repeat.",30
32,Wood & Vine,Ramallah,3000.0,2,"id: 3, type_name: Restaurant","id: 187, amenities_name: In house AV Bluetooth sound system & two 55inch HD TVs on rolling stands, id: 189, amenities_name: Kitchens are equipped with fridge, freezer, and electrical stove tops, id: 190, amenities_name: Distressed brick interior., id: 197, amenities_name: Smoking inside is allowed., id: 406, amenities_name: New chairs, audio visual, LED up lighting and Projector system, id: 549, amenities_name: Beautiful prep kitchen","Wood & Vine Ramallah 3000.0 2 id: 3, type_name: Restaurant id: 187, amenities_name: In house AV Bluetooth sound system & two 55inch HD TVs on rolling stands, id: 189, amenities_name: Kitchens are equipped with fridge, freezer, and electrical stove tops, id: 190, amenities_name: Distressed brick interior., id: 197, amenities_name: Smoking inside is allowed., id: 406, amenities_name: New chairs, audio visual, LED up lighting and Projector system, id: 549, amenities_name: Beautiful prep kitchen",31
33,Keith & Margo's Murder Mystery Dinner,Tulkarem,950.0,4,"id: 1, type_name: Banquet, id: 10, type_name: Theater","id: 22, amenities_name: x2 Photography Sets, id: 127, amenities_name: Parking, patio & poolside events, private suites, onsite international five star cuisine; customized menu packages available. ADSL lines to high speed internet access and ISDN lines for audio visual teleconferencing available., id: 433, amenities_name: 200 AMP Power supply., id: 452, amenities_name: Ballroom seats 50 to 450 guests, id: 508, amenities_name: Private Bridal Suite, id: 685, amenities_name: Sound System","Keith & Margo's Murder Mystery Dinner Tulkarem 950.0 4 id: 1, type_name: Banquet, id: 10, type_name: Theater id: 22, amenities_name: x2 Photography Sets, id: 127, amenities_name: Parking, patio & poolside events, private suites, onsite international five star cuisine; customized menu packages available. ADSL lines to high speed internet access and ISDN lines for audio visual teleconferencing available., id: 433, amenities_name: 200 AMP Power supply., id: 452, amenities_name: Ballroom seats 50 to 450 guests, id: 508, amenities_name: Private Bridal Suite, id: 685, amenities_name: Sound System",32
34,Typically Responds within 24 hours,Ramallah,1000.0,2,"id: 2, type_name: Concert, id: 12, type_name: Sports Facility","id: 156, amenities_name: Outdoor Amenities: Baseball, id: 193, amenities_name: Outdoor film and video screening capabilities, id: 306, amenities_name: EN Japanese Brasserie offers a variety of options for large parties, including hors doeuvres, seated dinner, open bar and sake tasting packages. We offer six different private dining rooms that can be broken down in various combinations., id: 443, amenities_name: Menus Plated, Buffet, Cocktail Reception menus are available., id: 561, amenities_name: Stylish, sleek and comfortable, Nixo Patio Lounge is an urban eatery featuring light bites, specialty cocktails, and unbeatable ambiance. Some of the finest views of downtown available anywhere – elegant, but not intimidating, id: 622, amenities_name: Free WIFI, Under Ground Garage Parking available, Seasonal Pool","Typically Responds within 24 hours Ramallah 1000.0 2 id: 2, type_name: Concert, id: 12, type_name: Sports Facility id: 156, amenities_name: Outdoor Amenities: Baseball, id: 193, amenities_name: Outdoor film and video screening capabilities, id: 306, amenities_name: EN Japanese Brasserie offers a variety of options for large parties, including hors doeuvres, seated dinner, open bar and sake tasting packages. We offer six different private dining rooms that can be broken down in various combinations., id: 443, amenities_name: Menus Plated, Buffet, Cocktail Reception menus are available., id: 561, amenities_name: Stylish, sleek and comfortable, Nixo Patio Lounge is an urban eatery featuring light bites, specialty cocktails, and unbeatable ambiance. Some of the finest views of downtown available anywhere – elegant, but not intimidating, id: 622, amenities_name: Free WIFI, Under Ground Garage Parking available, Seasonal Pool",33
